branch_id;serie;emission_date;weight;weight_m3;weight_charged;m3;shipping_value;tax_amount;total_value;type_transportation;lot;origin_branch_id;recipient_branch_id;calculation_branch_id;debit_branch_id;shipping_table_order;shipping_table;shipping_type;insurance;insurance_contract;delivery_time;doct_blocked;sender_customer_id;recipient_customer_id;consignee_customer_id;debtor_customer_id;customer_calculation_id;delivery_route_id;delivery_date;cte_protocol;cte_key;cte_situation;cte_sefaz_return;cost_center_id;bill
2;10;2023-11-13 01:12:00;47;19;32,530000;4,590000;10830.05; 324.9 ; 11154.95 ;FOB;84;23;10;10;10;3;1;RODOVIARIO;Averbado;2008203;2024-03-04;0;844;364;;364;364;1;;316666728;41202311290812650001435510536576673010843333;Rejeitado;Schema Invalido;1;
8;13;2022-08-23 02:09:36;36;16;26,970000;42,530000;9175.44; 183.51 ; 9358.95 ;FOB;56;22;5;5;5;2;1;RODOVIARIO;Não Averbado;;2024-02-14;0;995;310;;310;310;1;;895587139;49202282908126500014355131255789160108795555;Autorizado;Autorizado;1;
11;15;2023-02-06 18:57:36;33;4;25,630000;30,100000;33854.76; 677.1 ; 34531.86 ;CIF;39;23;23;23;23;2;1;RODOVIARIO;Averbado;2008136;2024-03-02;0;528;922;;528;528;1;2024-02-21;176901649;48202322908126500014355155676777910108853333;Aguardando retorno da Sefaz;Autorizado;1;
13;13;2023-02-14 04:04:48;47;2;52,220000;19,730000;31662.56; 316.63 ; 31979.19 ;FOB;46;13;4;4;4;2;1;RODOVIARIO;Não Averbado;;2024-02-19;0;77;81;;81;81;1;;998190367;21202322908126500014355138905701260108593333;Rejeitado;Schema Invalido;1;
16;15;2024-01-25 12:28:48;39;15;23,530000;2,770000;25963.34; 778.9 ; 26742.24 ;FOB;1;1;20;20;20;1;1;AEREO;Não Averbado;;2024-02-21;0;224;467;;467;467;1;;148658246;53202412908126500014355151653179580108710000;Aguardando retorno da Sefaz;Autorizado;1;
17;13;2023-04-12 10:48:00;49;16;7,060000;39,440000;14068.17; 140.68 ; 14208.85 ;CIF;95;17;17;17;17;3;1;AEREO;Não Averbado;;2024-03-03;0;247;361;;247;247;1;;673262083;41202342908126500014355136054177080108472222;Rejeitado;Schema Invalido;1;
19;14;2023-09-23 03:07:12;54;44;53,720000;1,590000;1045.88; 31.38 ; 1077.26 ;CIF;10;25;9;25;25;2;1;RODOVIARIO;Averbado;1001989;2024-02-20;0;795;826;;795;795;1;;915754336;27202392908126500014355141563765990108579999;Autorizado;Autorizado;1;
19;11;2022-09-15 02:24:00;20;18;40,400000;28,720000;35780.43; 357.8 ; 36138.23 ;FOB;88;4;24;24;24;2;1;RODOVIARIO;Não Averbado;;2024-02-14;0;37;366;;366;366;1;;440530191;16202292908126500014355112658080200108688888;Rejeitado;Schema Invalido;1;
5;12;2023-03-25 13:40:48;48;15;53,350000;6,460000;32482.24; 649.64 ; 33131.88 ;CIF;30;19;23;19;19;3;1;RODOVIARIO;Não Averbado;;2024-02-20;0;949;159;;949;949;1;2024-02-26;352243679;11202332908126500014355123256055620108480000;Aguardando retorno da Sefaz;Autorizado;1;
6;12;2022-11-29 21:50:24;51;24;34,290000;25,620000;16446.17; 328.92 ; 16775.09 ;CIF;90;7;8;7;7;2;1;AEREO;Averbado;2082249;2024-03-02;0;56;59;;56;56;1;2024-03-04;965737927;33202211290812650001435512289849881010845666;Rejeitado;Schema Invalido;1;
20;13;2023-01-11 20:24:00;38;2;12,960000;36,050000;33253.02; 997.59 ; 34250.61 ;CIF;88;22;15;22;22;2;1;AEREO;Não Averbado;;2024-02-29;0;350;234;;350;350;1;2024-03-01;656594574;42202312908126500014355136789776760108504444;Autorizado;Autorizado;1;
19;11;2024-01-01 05:31:12;16;42;9,490000;23,410000;22359.02; 447.18 ; 22806.2 ;FOB;86;23;10;10;10;2;1;AEREO;Não Averbado;;2024-03-05;0;557;70;;70;70;1;;269306011;19202412908126500014355111350389120108807777;Rejeitado;Schema Invalido;1;
5;12;2022-09-10 00:00:00;37;53;27,190000;30,710000;33696.46; 1010.89 ; 34707.35 ;CIF;19;24;13;24;24;2;1;RODOVIARIO;Averbado;1231059;2024-03-01;0;504;328;;504;504;1;2024-03-04;522740120;19202292908126500014355126566550290108394444;Rejeitado;Schema Invalido;1;
8;12;2022-10-03 08:38:24;48;47;34,460000;52,610000;34479.18; 344.79 ; 34823.97 ;FOB;93;3;1;1;1;2;1;AEREO;Averbado;2024352;2024-03-01;0;156;195;;195;195;1;;909588542;25202210290812650001435512513252507010825000;Rejeitado;Schema Invalido;1;
14;10;2023-11-27 15:21:36;36;12;27,050000;4,490000;23287.33; 232.87 ; 23520.2 ;CIF;77;23;15;23;23;2;1;RODOVIARIO;Não Averbado;;2024-02-15;0;252;719;;252;252;1;;934821599;25202311290812650001435510900036365010810000;Aguardando retorno da Sefaz;Autorizado;1;
6;12;2023-08-24 10:04:48;42;38;18,540000;4,990000;1456.8; 29.14 ; 1485.94 ;CIF;65;3;15;3;3;3;1;RODOVIARIO;Averbado;425772;2024-03-03;0;540;303;;540;540;1;;179259691;27202382908126500014355125895363530108299999;Rejeitado;Schema Invalido;1;
21;12;2022-11-26 13:55:12;25;50;41,890000;23,970000;29147.74; 582.95 ; 29730.69 ;FOB;63;5;19;19;19;3;1;AEREO;Averbado;1752418;2024-02-15;0;690;13;;13;13;1;2024-02-29;597553004;49202211290812650001435512258450179010820111;Autorizado;Autorizado;1;
15;14;2024-01-15 23:31:12;22;28;40,860000;2,100000;33298.86; 665.98 ; 33964.84 ;FOB;35;2;9;9;9;2;1;AEREO;Averbado;1855369;2024-02-17;0;182;631;;631;631;1;2024-03-05;644380973;25202412908126500014355148257548090108327777;Aguardando retorno da Sefaz;Autorizado;1;
1;13;2022-12-04 11:45:36;14;54;19,910000;9,920000;11087.33; 221.75 ; 11309.08 ;CIF;45;3;4;3;3;1;1;RODOVIARIO;Não Averbado;;2024-02-24;0;510;373;;510;510;1;2024-03-01;911672022;17202212290812650001435513989885676010887666;Rejeitado;Schema Invalido;1;
10;13;2022-08-31 00:00:00;29;26;13,780000;35,710000;14605.87; 292.12 ; 14897.99 ;FOB;28;5;14;14;14;3;1;RODOVIARIO;Averbado;2427799;2024-02-19;0;162;603;;603;603;1;2024-02-26;924107254;31202282908126500014355136024477580108290000;Rejeitado;Schema Invalido;1;
18;13;2022-07-20 07:12:00;14;8;42,420000;23,650000;18640.4; 186.4 ; 18826.8 ;FOB;30;5;9;9;9;1;1;AEREO;Averbado;486929;2024-02-25;0;609;374;;374;374;1;2024-02-19;781395589;45202272908126500014355135176832240108615555;Autorizado;Autorizado;1;
13;12;2023-09-20 03:21:36;45;41;17,480000;28,170000;24567.44; 491.35 ; 25058.79 ;CIF;92;19;2;19;19;2;1;RODOVIARIO;Averbado;2566650;2024-02-19;0;842;376;;842;842;1;;403811986;38202392908126500014355127752383120108739999;Autorizado;Autorizado;1;
15;14;2022-06-23 04:04:48;39;54;39,650000;32,690000;28347.62; 850.43 ; 29198.05 ;CIF;22;5;8;5;5;1;1;AEREO;Não Averbado;;2024-03-01;0;255;206;;255;255;1;;491024202;17202262908126500014355142132921350108776666;Aguardando retorno da Sefaz;Autorizado;1;
20;15;2023-07-01 08:09:36;17;32;24,490000;17,250000;20545.55; 205.46 ; 20751.01 ;FOB;5;13;23;23;23;3;1;RODOVIARIO;Averbado;2569816;2024-03-04;0;819;376;;376;376;1;2024-02-24;313901496;14202372908126500014355153326487060108488888;Autorizado;Autorizado;1;
25;14;2023-09-27 06:00:00;8;8;3,820000;43,480000;3295.42; 65.91 ; 3361.33 ;CIF;17;14;16;14;14;1;1;AEREO;Não Averbado;;2024-02-22;0;515;397;;515;515;1;;388855433;17202392908126500014355144496442130108840000;Autorizado;Autorizado;1;
1;14;2023-12-27 20:38:24;8;43;7,440000;42,560000;13170.06; 395.1 ; 13565.16 ;FOB;90;16;25;25;25;3;1;AEREO;Não Averbado;;2024-02-26;0;330;727;;727;727;1;;416762702;44202312290812650001435514772505850010840111;Aguardando retorno da Sefaz;Autorizado;1;
11;11;2023-11-02 11:02:24;23;17;50,460000;25,010000;27156.97; 543.14 ; 27700.11 ;CIF;31;22;9;22;22;3;1;AEREO;Averbado;1971618;2024-03-03;0;983;36;;983;983;1;;745012442;26202311290812650001435511401699147010885000;Rejeitado;Schema Invalido;1;
18;11;2023-09-30 08:38:24;51;46;52,610000;31,140000;23558.45; 235.58 ; 23794.03 ;CIF;88;16;24;16;16;2;1;RODOVIARIO;Averbado;681186;2024-03-01;0;311;66;;311;311;1;2024-03-03;331010367;35202392908126500014355115231096301084766666;Rejeitado;Schema Invalido;1;
22;10;2023-12-16 18:00:00;36;54;54,550000;13,740000;11953.26; 239.07 ; 12192.33 ;FOB;8;21;25;25;25;3;1;AEREO;Não Averbado;;2024-02-23;0;487;966;;966;966;1;;850572367;29202312290812650001435510409082164010891888;Aguardando retorno da Sefaz;Autorizado;1;
23;14;2023-05-08 20:52:48;26;7;53,250000;5,120000;6373.99; 127.48 ; 6501.47 ;CIF;42;1;18;1;1;3;1;RODOVIARIO;Não Averbado;;2024-02-25;0;994;645;;994;994;1;2024-02-27;687574116;12202352908126500014355145446263400108515555;Autorizado;Autorizado;1;
16;14;2023-02-19 23:02:24;55;10;52,460000;45,890000;35051.26; 701.03 ; 35752.29 ;CIF;84;3;21;3;3;3;1;AEREO;Não Averbado;;2024-02-24;0;997;685;;997;997;1;2024-02-24;281408867;19202322908126500014355142047595860108911111;Rejeitado;Schema Invalido;1;
15;14;2023-02-28 06:43:12;11;30;21,630000;33,310000;22239.96; 444.8 ; 22684.76 ;CIF;31;21;8;21;21;1;1;AEREO;Averbado;609161;2024-03-05;0;192;869;;192;192;1;2024-03-01;754491616;29202322908126500014355145178663290108476666;Rejeitado;Schema Invalido;1;
19;15;2022-09-07 16:19:12;19;2;43,820000;30,570000;15871.36; 317.43 ; 16188.79 ;CIF;86;6;8;6;6;2;1;AEREO;Averbado;2527242;2024-02-29;0;802;232;;802;802;1;;822314559;22202292908126500014355159588903690108474444;Autorizado;Autorizado;1;
8;11;2022-12-22 00:14:24;17;35;46,880000;25,070000;16331.94; 163.32 ; 16495.26 ;CIF;29;1;15;1;1;1;1;RODOVIARIO;Não Averbado;;2024-02-25;0;184;434;;184;184;1;;297147178;39202212290812650001435511946650166010844444;Aguardando retorno da Sefaz;Autorizado;1;
21;15;2023-01-17 21:36:00;44;12;10,710000;41,300000;7414.9; 222.45 ; 7637.35 ;CIF;34;22;8;22;22;1;1;RODOVIARIO;Não Averbado;;2024-02-20;0;582;966;;582;582;1;;523014948;33202312908126500014355157071092920108915555;Rejeitado;Schema Invalido;1;
5;11;2022-05-02 22:19:12;2;54;23,220000;44,600000;1517.49; 45.52 ; 1563.01 ;CIF;64;4;17;4;4;2;1;AEREO;Averbado;313707;2024-02-20;0;503;193;;503;503;1;2024-02-26;880536661;35202252908126500014355111349743150108115555;Aguardando retorno da Sefaz;Autorizado;1;
9;12;2023-06-12 01:26:24;22;6;25,370000;41,410000;33427.96; 668.56 ; 34096.52 ;CIF;14;3;6;3;3;2;1;AEREO;Averbado;2096785;2024-03-01;0;639;773;;639;639;1;2024-02-25;425317138;39202362908126500014355126266631290108498888;Aguardando retorno da Sefaz;Autorizado;1;
12;13;2023-05-22 10:33:36;7;6;4,690000;44,530000;23000.59; 690.02 ; 23690.61 ;FOB;96;7;5;5;5;2;1;AEREO;Averbado;1834574;2024-03-04;0;857;81;;81;81;1;;692576941;18202352908126500014355132532574790108610000;Autorizado;Autorizado;1;
23;10;2023-05-13 21:21:36;15;16;33,570000;19,830000;7414.58; 148.29 ; 7562.87 ;CIF;87;22;4;22;22;1;1;AEREO;Não Averbado;;2024-02-29;0;151;948;;151;151;1;;989745107;25202352908126500014355106786383270108863333;Rejeitado;Schema Invalido;1;
21;10;2023-09-08 00:00:00;52;31;44,130000;21,240000;13671.59; 273.43 ; 13945.02 ;CIF;36;1;18;1;1;2;1;RODOVIARIO;Averbado;1071778;2024-02-24;0;158;657;;158;158;1;;384361468;32202392908126500014355103180407670108580000;Autorizado;Autorizado;1;
2;14;2022-05-21 05:45:36;35;4;50,950000;51,370000;6346.73; 63.47 ; 6410.2 ;FOB;35;3;25;25;25;2;1;AEREO;Não Averbado;;2024-02-18;0;61;359;;359;359;1;;745848177;25202252908126500014355146201832240108512222;Autorizado;Autorizado;1;
5;15;2023-04-22 19:55:12;36;27;19,670000;53,980000;22302.84; 223.03 ; 22525.87 ;FOB;45;19;10;10;10;2;1;AEREO;Averbado;476852;2024-02-28;0;519;599;;599;599;1;2024-02-16;892755282;17202342908126500014355157123630900108219999;Autorizado;Autorizado;1;
6;13;2022-12-21 09:07:12;25;42;9,380000;30,950000;7510.59; 150.21 ; 7660.8 ;FOB;77;22;6;6;6;1;1;RODOVIARIO;Não Averbado;;2024-02-23;0;818;999;;999;999;1;;162906784;19202212290812650001435513601399471010847111;Autorizado;Autorizado;1;
23;12;2022-09-24 20:24:00;11;35;3,740000;31,700000;18306.43; 183.06 ; 18489.49 ;CIF;14;16;8;16;16;2;1;AEREO;Não Averbado;;2024-02-15;0;357;670;;357;357;1;2024-02-19;865914141;11202292908126500014355126074524840108330000;Aguardando retorno da Sefaz;Autorizado;1;
4;14;2023-11-28 13:40:48;23;51;45,160000;2,610000;5233.66; 104.67 ; 5338.33 ;CIF;71;15;2;15;15;2;1;AEREO;Não Averbado;;2024-02-22;0;9;441;;9;9;1;;657159962;14202311290812650001435514316030054010815777;Aguardando retorno da Sefaz;Autorizado;1;
17;15;2023-12-18 20:24:00;40;7;3,130000;8,600000;8587.4; 85.87 ; 8673.27 ;CIF;22;5;12;5;5;2;1;AEREO;Averbado;2416243;2024-02-26;0;2;900;;2;2;1;;554483152;29202312290812650001435515691791730108507777;Autorizado;Autorizado;1;
11;10;2022-09-08 09:07:12;15;39;40,140000;9,810000;27873.14; 278.73 ; 28151.87 ;CIF;50;10;10;10;10;2;1;AEREO;Não Averbado;;2024-03-03;0;858;861;;858;858;1;;398131247;52202292908126500014355106182365030108692222;Aguardando retorno da Sefaz;Autorizado;1;
22;14;2023-01-01 20:09:36;41;15;21,510000;16,090000;19082.09; 381.64 ; 19463.73 ;FOB;74;22;3;3;3;1;1;AEREO;Averbado;1358388;2024-02-29;0;489;258;;258;258;1;2024-03-05;796298390;53202312908126500014355143856856160108395555;Rejeitado;Schema Invalido;1;
13;10;2023-05-21 02:09:36;31;49;33,360000;15,660000;3731.49; 37.31 ; 3768.8 ;FOB;26;17;20;20;20;1;1;AEREO;Não Averbado;;2024-02-18;0;357;378;;378;378;1;;514517926;51202352908126500014355104824549480108568888;Rejeitado;Schema Invalido;1;
12;10;2022-10-04 12:28:48;15;40;28,600000;52,250000;27385.04; 821.55 ; 28206.59 ;CIF;17;5;22;5;5;2;1;AEREO;Não Averbado;;2024-02-15;0;665;149;;665;665;1;;631974208;25202210290812650001435510584092529010823222;Aguardando retorno da Sefaz;Autorizado;1;
24;11;2022-07-23 09:36:00;54;46;8,130000;45,860000;10599.01; 317.97 ; 10916.98 ;FOB;4;18;10;10;10;3;1;AEREO;Não Averbado;;2024-02-20;0;983;573;;573;573;1;;367820995;41202272908126500014355117525777760108746666;Rejeitado;Schema Invalido;1;
12;11;2022-10-17 13:12:00;45;54;51,390000;22,580000;17475.51; 524.27 ; 17999.78 ;FOB;21;21;24;24;24;2;1;RODOVIARIO;Não Averbado;;2024-02-16;0;446;353;;353;353;1;;397467060;45202210290812650001435511809712353010810000;Rejeitado;Schema Invalido;1;
2;10;2022-08-23 13:12:00;1;12;45,970000;27,880000;19612.15; 196.12 ; 19808.27 ;CIF;81;21;16;21;21;3;1;AEREO;Averbado;2261317;2024-02-27;0;481;639;;481;481;1;;952112720;27202282908126500014355107000367801087677777;Aguardando retorno da Sefaz;Autorizado;1;
19;12;2024-01-18 22:48:00;26;19;47,480000;35,430000;17681.44; 176.81 ; 17858.25 ;CIF;3;23;25;23;23;1;1;RODOVIARIO;Não Averbado;;2024-02-24;0;460;241;;460;460;1;;805916550;47202412908126500014355121463762900108826666;Rejeitado;Schema Invalido;1;
19;11;2023-01-30 19:40:48;1;43;44,420000;54,920000;13478.93; 269.58 ; 13748.51 ;CIF;85;22;8;22;22;3;1;RODOVIARIO;Não Averbado;;2024-02-17;0;507;835;;507;507;1;;676925770;53202312908126500014355119275819720108530000;Rejeitado;Schema Invalido;1;
7;15;2022-07-03 10:04:48;6;11;37,650000;20,130000;22010.66; 440.21 ; 22450.87 ;FOB;4;11;17;17;17;1;1;RODOVIARIO;Averbado;981108;2024-02-20;0;847;827;;827;827;1;2024-03-01;539629363;12202272908126500014355159959339480108794444;Aguardando retorno da Sefaz;Autorizado;1;
18;15;2023-08-09 11:02:24;7;46;7,340000;54,080000;18076.75; 180.77 ; 18257.52 ;CIF;7;14;23;14;14;3;1;AEREO;Averbado;1273465;2024-02-17;0;422;916;;422;422;1;;887841676;28202382908126500014355158286098370108444444;Rejeitado;Schema Invalido;1;
3;14;2023-11-30 01:40:48;51;46;26,140000;2,850000;27338.45; 820.15 ; 28158.6 ;FOB;49;12;2;2;2;1;1;RODOVIARIO;Averbado;891884;2024-02-18;0;759;260;;260;260;1;;466642341;25202311290812650001435514516897280010885333;Autorizado;Autorizado;1;
3;11;2023-03-15 03:21:36;30;40;42,040000;2,970000;30657.86; 306.58 ; 30964.44 ;CIF;77;16;1;16;16;3;1;AEREO;Não Averbado;;2024-02-28;0;679;414;;679;679;1;2024-03-01;249666767;13202332908126500014355118060726950108520000;Rejeitado;Schema Invalido;1;
5;11;2023-08-07 13:12:00;4;18;17,310000;43,850000;9984.47; 299.53 ; 10284 ;CIF;85;9;20;9;9;3;1;RODOVIARIO;Averbado;229425;2024-02-20;0;242;59;;242;242;1;;349792079;24202382908126500014355118671206890108829999;Aguardando retorno da Sefaz;Autorizado;1;
5;15;2023-02-14 03:07:12;42;16;53,790000;35,330000;20691.54; 413.83 ; 21105.37 ;CIF;12;7;20;7;7;2;1;RODOVIARIO;Averbado;2136642;2024-02-18;0;49;103;;49;49;1;2024-02-14;736149335;53202322908126500014355154175513080108493333;Rejeitado;Schema Invalido;1;
5;14;2022-09-30 12:57:36;20;39;2,610000;40,660000;14228.97; 284.58 ; 14513.55 ;CIF;45;24;13;24;24;2;1;RODOVIARIO;Não Averbado;;2024-03-02;0;389;789;;389;389;1;;151566374;53202292908126500014355145907296700108506666;Rejeitado;Schema Invalido;1;
16;15;2022-02-06 02:09:36;25;27;18,680000;40,360000;2625.46; 52.51 ; 2677.97 ;FOB;64;20;25;25;25;2;1;AEREO;Averbado;526738;2024-03-05;0;800;432;;432;432;1;2024-02-29;962648600;12202222908126500014355153601771801086455555;Aguardando retorno da Sefaz;Autorizado;1;
11;15;2023-07-10 23:02:24;27;37;12,740000;35,840000;25152.99; 251.53 ; 25404.52 ;FOB;21;16;10;10;10;1;1;AEREO;Não Averbado;;2024-02-14;0;124;236;;236;236;1;;263260870;23202372908126500014355155831421800108303333;Autorizado;Autorizado;1;
16;11;2023-10-16 20:38:24;37;48;34,410000;7,790000;34769.21; 1043.08 ; 35812.29 ;FOB;11;16;13;13;13;2;1;AEREO;Averbado;622089;2024-02-19;0;272;697;;697;697;1;;995588984;33202310290812650001435511504344099010825333;Autorizado;Autorizado;1;
2;13;2022-04-13 18:28:48;27;30;17,950000;16,820000;14100.53; 141.01 ; 14241.54 ;FOB;51;3;23;23;23;3;1;RODOVIARIO;Averbado;332565;2024-02-20;0;385;176;;176;176;1;2024-02-17;992845158;49202242908126500014355137428548210108479999;Rejeitado;Schema Invalido;1;
4;11;2022-04-15 13:26:24;45;19;21,900000;6,700000;31074.06; 932.22 ; 32006.28 ;FOB;52;18;14;14;14;3;1;RODOVIARIO;Não Averbado;;2024-03-05;0;667;897;;897;897;1;2024-02-20;681501905;13202242908126500014355119979888740108487777;Rejeitado;Schema Invalido;1;
16;12;2023-11-26 10:19:12;21;46;47,710000;8,920000;11650.33; 349.51 ; 11999.84 ;CIF;40;10;7;10;10;2;1;RODOVIARIO;Não Averbado;;2024-03-04;0;562;494;;562;562;1;;859051902;50202311290812650001435512182053727010826333;Rejeitado;Schema Invalido;1;
19;14;2022-06-22 06:43:12;36;41;12,300000;15,190000;2064.67; 61.94 ; 2126.61 ;CIF;45;25;18;25;25;1;1;AEREO;Não Averbado;;2024-03-05;0;126;714;;126;126;1;;900142682;24202262908126500014355144095650340108972222;Rejeitado;Schema Invalido;1;
8;12;2022-05-04 14:38:24;21;24;11,740000;42,780000;17413.73; 348.27 ; 17762 ;FOB;79;23;2;2;2;2;1;RODOVIARIO;Não Averbado;;2024-02-20;0;962;341;;341;341;1;2024-03-02;688297624;51202252908126500014355127397836001081855555;Autorizado;Autorizado;1;
13;11;2022-12-11 14:52:48;32;55;5,640000;41,120000;7552.62; 151.05 ; 7703.67 ;CIF;49;11;12;11;11;2;1;AEREO;Averbado;876964;2024-02-28;0;256;707;;256;256;1;2024-02-21;198146887;13202212290812650001435511402727778010853777;Aguardando retorno da Sefaz;Autorizado;1;
18;13;2022-02-10 14:38:24;40;34;40,720000;34,940000;20228.01; 202.28 ; 20430.29 ;FOB;69;2;5;5;5;3;1;RODOVIARIO;Não Averbado;;2024-02-25;0;553;839;;839;839;1;;906851870;29202222908126500014355139156747030108943333;Aguardando retorno da Sefaz;Autorizado;1;
3;11;2023-01-26 20:52:48;20;48;19,530000;42,610000;6661.54; 199.85 ; 6861.39 ;CIF;45;2;9;2;2;3;1;RODOVIARIO;Averbado;1563555;2024-02-14;0;425;527;;425;425;1;;465105895;32202312908126500014355112473739001084533333;Autorizado;Autorizado;1;
25;14;2023-11-22 19:40:48;33;9;34,650000;40,690000;10296.44; 102.96 ; 10399.4 ;FOB;39;20;21;21;21;2;1;AEREO;Averbado;2039590;2024-02-17;0;273;770;;770;770;1;;234108341;23202311290812650001435514544818859010851555;Autorizado;Autorizado;1;
4;12;2022-10-10 01:40:48;51;3;42,280000;6,850000;24674.44; 246.74 ; 24921.18 ;CIF;93;24;14;24;24;2;1;RODOVIARIO;Averbado;2561412;2024-02-18;0;956;918;;956;956;1;;902868330;34202210290812650001435512683470430010826000;Rejeitado;Schema Invalido;1;
18;15;2023-05-07 19:55:12;50;51;39,870000;4,510000;27676.01; 830.28 ; 28506.29 ;FOB;90;13;20;20;20;2;1;RODOVIARIO;Não Averbado;;2024-02-22;0;322;854;;854;854;1;2024-02-24;381104804;22202352908126500014355156405783100108722222;Aguardando retorno da Sefaz;Autorizado;1;
19;15;2022-04-29 10:04:48;40;46;30,460000;15,590000;1892.55; 37.85 ; 1930.4 ;FOB;50;2;3;3;3;3;1;RODOVIARIO;Não Averbado;;2024-03-01;0;662;467;;467;467;1;2024-03-03;664369779;45202242908126500014355153062878040108919999;Autorizado;Autorizado;1;
9;15;2023-02-11 00:00:00;23;21;37,880000;32,190000;35466.19; 354.66 ; 35820.85 ;CIF;53;10;23;10;10;1;1;AEREO;Averbado;701549;2024-02-25;0;32;738;;32;32;1;2024-02-18;888767225;40202322908126500014355153123403930108857777;Aguardando retorno da Sefaz;Autorizado;1;
21;14;2023-02-05 04:19:12;23;53;24,500000;44,610000;3945; 118.35 ; 4063.35 ;CIF;33;24;6;24;24;3;1;RODOVIARIO;Averbado;1392836;2024-02-17;0;386;484;;386;386;1;;939095623;12202322908126500014355142633669480108313333;Aguardando retorno da Sefaz;Autorizado;1;
4;13;2022-12-28 16:48:00;51;16;9,970000;38,760000;1747.59; 34.95 ; 1782.54 ;FOB;74;17;7;7;7;2;1;RODOVIARIO;Não Averbado;;2024-03-01;0;182;30;;30;30;1;;556282737;20202212290812650001435513628486901010823111;Autorizado;Autorizado;1;
18;10;2022-05-16 00:57:36;28;1;34,710000;17,560000;8191.18; 245.74 ; 8436.92 ;FOB;17;17;18;18;18;3;1;RODOVIARIO;Averbado;1750052;2024-02-20;0;224;596;;596;596;1;2024-03-05;597359553;49202252908126500014355107727930680108874444;Rejeitado;Schema Invalido;1;
8;11;2023-08-07 21:36:00;52;42;50,360000;5,600000;22843.57; 685.31 ; 23528.88 ;FOB;45;8;20;20;20;3;1;AEREO;Não Averbado;;2024-02-27;0;196;334;;334;334;1;;980820468;50202382908126500014355115325718601089700000;Rejeitado;Schema Invalido;1;
2;14;2023-03-06 17:45:36;30;35;54,740000;11,840000;19050.82; 571.52 ; 19622.34 ;CIF;7;4;1;4;4;2;1;AEREO;Averbado;312124;2024-02-29;0;768;857;;768;768;1;2024-03-01;941352899;32202332908126500014355144841972380108391111;Autorizado;Autorizado;1;
1;12;2023-01-07 13:40:48;35;38;9,490000;2,530000;9375.21; 281.26 ; 9656.47 ;FOB;1;19;6;6;6;3;1;RODOVIARIO;Não Averbado;;2024-02-26;0;951;621;;621;621;1;2024-02-20;496527045;27202312908126500014355123714117420108108888;Aguardando retorno da Sefaz;Autorizado;1;
8;14;2023-04-02 05:45:36;54;36;53,920000;23,390000;18473.32; 554.2 ; 19027.52 ;FOB;23;7;19;19;19;1;1;RODOVIARIO;Averbado;2403246;2024-03-04;0;971;558;;558;558;1;;914055315;29202342908126500014355144443795710108318888;Aguardando retorno da Sefaz;Autorizado;1;
8;15;2023-08-08 19:26:24;37;43;12,660000;24,340000;25062.67; 501.25 ; 25563.92 ;CIF;39;17;24;17;17;2;1;RODOVIARIO;Não Averbado;;2024-02-18;0;65;24;;65;65;1;;909474112;20202382908126500014355152645083800108870000;Autorizado;Autorizado;1;
4;15;2022-05-15 07:12:00;14;15;27,130000;39,420000;8754.45; 262.63 ; 9017.08 ;FOB;47;13;7;7;7;2;1;AEREO;Averbado;379234;2024-03-05;0;245;382;;382;382;1;;776452420;44202252908126500014355152375009980108572222;Aguardando retorno da Sefaz;Autorizado;1;
1;13;2023-05-23 00:14:24;28;16;24,360000;35,670000;8641.07; 259.23 ; 8900.3 ;CIF;37;6;16;6;6;1;1;AEREO;Não Averbado;;2024-02-17;0;145;996;;145;145;1;2024-02-16;677112989;44202352908126500014355131286578250108862222;Autorizado;Autorizado;1;
21;14;2022-03-24 10:04:48;46;43;34,000000;48,910000;26918.33; 269.18 ; 27187.51 ;CIF;42;1;3;1;1;3;1;RODOVIARIO;Não Averbado;;2024-02-26;0;835;263;;835;835;1;2024-03-05;571449454;12202232908126500014355145312027610108535555;Aguardando retorno da Sefaz;Autorizado;1;
15;15;2022-09-29 02:24:00;38;2;38,740000;13,220000;28570.1; 285.7 ; 28855.8 ;CIF;34;16;12;16;16;1;1;AEREO;Não Averbado;;2024-02-29;0;8;877;;8;8;1;2024-03-02;748376705;31202292908126500014355154346506740108870000;Autorizado;Autorizado;1;
11;15;2023-08-22 07:26:24;53;49;49,280000;53,250000;3664.01; 36.64 ; 3700.65 ;CIF;52;25;2;25;25;3;1;AEREO;Averbado;1793547;2024-03-04;0;520;318;;520;520;1;2024-03-04;492281975;20202382908126500014355156059780140108693333;Autorizado;Autorizado;1;
16;12;2023-07-22 06:28:48;14;53;40,710000;15,730000;20475.21; 204.75 ; 20679.96 ;CIF;87;4;2;4;4;2;1;AEREO;Não Averbado;;2024-02-19;0;186;762;;186;186;1;2024-02-17;603563311;21202372908126500014355128580347820108318888;Aguardando retorno da Sefaz;Autorizado;1;
2;14;2022-08-21 08:52:48;36;28;38,050000;26,990000;4445.45; 44.45 ; 4489.9 ;FOB;6;18;11;11;11;2;1;AEREO;Não Averbado;;2024-03-03;0;463;370;;370;370;1;2024-02-15;464819089;39202282908126500014355141918336990108842222;Rejeitado;Schema Invalido;1;
